NaiveCT,ActivCT,TregCT,ThyDerivedNaive,ActivNaive,ThyDerivedTregs,NaiveDerivedTregs,ProlNaive,ProlActiv,ProlTregs,Il2,ThyWeight,NaiveGain,NaiveLoss,ThymicProductionIR,NaiveProlIR,ActivatedNaiveIR,NaiveToTregIR,NaiveDeathIR,TregGain,TregLoss,TregThymicProductionIR,TregProlIR,TGains,TLoss,TProlIR,TDeathIR,ActivationSuppression,TregDeathSuppression,ActiveDestruction,ILGain,ILLoss,AcTConsumption,TregConsumption,IL2Death,ActivationSuprBoost,DeactivationBoost
1027,252,128,18,252,24,1,1008,0,510,0.0001,0.0023,442.92564550486,408.361319005037,410.889696864377,32.0359486404833,308.099739042402,1.52673393417852,98.7348460284563,2.5065319336789,1.91988465929306,0.0837989411320312,0.895999058368345,309.741432056536,10.1905072605598,1.64169301413327,10.1642830607577,0.999999151991081,0.999956267587924,3.43911125099748e-05,252000,5.080138629,2.52,2.56,0.000138629,0.00131142657429211,2.1544972252457e-05
1062.35389037559,551.560178276346,130.00587543957,357.357059630831,548.988701932568,23.9850324665238,2.54565088692843,704.324813163494,2.57147634404899,508.792156516203,6.79676293008711,0.00233804910512103,458.16497714757,422.212333839542,425.026209211747,33.138767935823,318.499306061052,1.5792908807624,102.133736897727,2.57444303531499,0.490886657652667,0.0851119828634656,0.910040171689119,322.092530233871,22.3051772571456,3.59322417281896,22.24688006763,0.999350933877285,0.251729484272003,0.0576512487443316,551560.178276346,551615.622602811,374882.37734209,176723.822976239,9.42228448235045,0.988919864292171,0.594220439130845
1098.92263346522,851.737840981846,132.144524611071,597.14645710796,844.777871024065,23.9846239007005,4.14013567793839,501.324398958262,6.95996995796669,507.882316850129,7.63181188037431,0.0023767086382514,473.927402896815,436.742103162893,439.647919892379,34.2794830044365,329.459026738431,1.63365382234486,105.649422602117,2.64517645494575,0.456953155940066,0.0865119324442358,0.925010700156659,335.007804767847,34.4458884000168,5.54877802941607,34.3543829734053,0.999339463245737,0.230535783830611,0.0906013749827279,851737.840981846,851741.307852091,650030.297376961,201700.430570638,10.5799044916441,0.990120240270551,0.621829109675319
1136.74217871024,1152.87011721991,134.377015274825,770.717207907462,1139.7796622335,23.9910025887889,5.78507478817197,365.721350465718,13.0904549865907,507.104387694335,8.10945849374134,0.00241598479374459,490.228359654057,451.768695148062,454.769144410987,35.4592152430694,340.793459658621,1.68987620121611,109.285359288225,2.71848762370637,0.443323537259244,0.0879733041106416,0.940638118379623,348.304010522283,46.6263393885924,7.51055086366245,46.5003896972704,0.999327920596223,0.21994375604652,0.124777949074628,1152870.11721991,1152871.44406498,934915.236426961,217944.965576808,11.2420612152887,0.99069674379406,0.635995426023801
1175.85802227865,1455.30157992828,136.693116708248,900.064270543895,1434.39629150225,24.001793863705,7.48238602402029,275.589690809416,20.9052884262086,506.407219231985,8.41846552142328,0.00245588821947069,507.087394556225,467.310106800104,470.408010709858,36.6793838463673,352.516160232045,1.74802565179052,113.045920916269,2.79436586333114,0.437947195567557,0.089489400165429,0.956850811375191,361.996947681352,58.8605286974251,9.48078744930701,58.6987984014244,0.999316111281606,0.213594930982836,0.160280410821683,1455301.57992828,1455301.54582933,1225140.6173899,230149.258004855,11.6704345676939,0.991035166478381,0.644608100214245
1216.31774463232,1759.38170842586,139.089688144698,1000.08537517769,1729.03056797354,24.0159618878034,9.2340448249053,216.095160948409,30.3511404524942,505.768198075437,8.63468382057601,0.00249642986634835,524.524947807335,483.385201576319,486.583474781484,37.9414730258515,364.641346840754,1.80817290698505,116.93568182858,2.87285786476684,0.436803007496069,0.0910581639818247,0.973626793799968,376.103111364233,71.1626564256284,11.4617645234785,70.9637051442853,0.999303973210322,0.209366177796894,0.197211987452657,1759381.70842586,1759381.54333844,1519170.47719621,240199.095966397,11.9701758336263,0.991257689426737,0.650396139726419
1258.15866377268,2065.44508213707,141.565621444784,1080.95558202011,2024.07936685232,24.0329524415218,11.0416027582653,177.110867116065,41.3657152849281,505.175097040827,8.79440345882565,0.00253761531041104,542.557031289719,500.008773383914,503.310384420975,39.2466468687445,377.18017019645,1.87037344358563,120.958229743879,2.95401062173923,0.438170415481819,0.0926788694672261,0.990958308686372,390.635831952086,83.5463236175052,13.4556617556363,83.3086050051236,0.999291479611181,0.206348392369589,0.235677821848258,2065445.08213707,2065444.9672066,1816435.73743607,248997.038176961,12.1915935709354,0.991415099924487,0.654552109481727
1301.44811247131,2373.87411498676,144.12273200008,1149.2795003291,2319.95247974301,24.0525024775616,12.907823608138,152.106531751858,53.9216352439481,504.621595222292,8.91718627580053,0.00257946330930172,561.212586308413,517.207542245878,520.615580573861,40.5970057345519,390.152776914075,1.93472735821084,125.120037973593,3.03793812617351,0.441196424251194,0.0943527042006097,1.00885806376207,405.617747354573,96.0270742615704,15.4649704404983,95.7489224417903,0.999278605572311,0.204086997286322,0.275796515415619,2373874.11498676,2373873.97923437,2116827.76786381,257033.849564398,12.3618061622795,0.991532306470489,0.657680400869337
1346.21940146795,2684.99683567489,146.761545022089,1209.77323496647,2617.03946331618,24.0744069389562,14.8340934888355,136.404373064493,67.9573723588891,504.102965724999,9.0144914484814,0.00262197638532117,580.505885686644,534.994709865185,538.51229697754,41.9935887091036,403.569116712771,2.00128417046798,129.424308981946,3.12469391716461,0.445406117071462,0.0960800111929153,1.02732973550371,421.060944284586,108.61825532369,17.4918275718151,108.297888313644,0.999265339813796,0.202329747785261,0.317683277550605,2684996.83567489,2684996.73665195,2420388.10143909,264596.138513508,12.4966993501153,0.991622943652519,0.660119610331985
1392.52299701016,2999.16675969811,149.48392079832,1265.49065828727,2915.73385101847,24.0985626489655,16.82249400251,127.00420196785,83.4329086798055,503.616480979215,9.09348598893591,0.00266516440405708,600.458589170121,553.390292083542,557.020619147813,43.4379700223073,417.444278632186,2.07011890327107,133.875894548085,3.21436725650806,0.450519102606137,0.0978620073268103,1.04638634591018,436.982814813206,121.334252492896,19.5385361810203,120.969761476139,0.999251667903257,0.200925273441994,0.361463959050428,2999166.75969811,2999166.68485855,2727288.09077971,271865.987870146,12.606208691602,0.99169511025896,0.662074397937732
