Population,Hour,SimulationValue,CellValue,RsquareValue,PctContribution
NaiveTCT,96,23668.3749735396,215910.500561642,65.9720891645899,0.0282578165548132
NaiveTCT,96,23668.3749735396,75660.0115878185,4.82536416769745,0.00206684761976813
NaiveTCT,96,23668.3749735396,55374.3322690317,1.79450576745396,0.000768640426965376
NaiveTCT,168,144683.98873244,356574.434321147,2.14477531347453,0.00091867133702938
NaiveTCT,168,144683.98873244,376870.823325267,2.57533799600739,0.00110309419603582
NaiveTCT,168,144683.98873244,293402.573499921,1.05654875267788,0.000452551392754938
NaiveTCT,168,144683.98873244,376870.823325267,2.57533799600739,0.00110309419603582
NaiveTCT,216,286116.601234608,137391.647104183,0.270197653066257,0.000115733726346588
NaiveTCT,216,286116.601234608,150822.866897681,0.223598689344309,9.57739981467727e-05
NaiveTCT,216,286116.601234608,167977.309508886,0.170491452510581,7.30265821533741e-05
NaiveTCT,216,286116.601234608,247978.795980096,0.0177674572278204,7.61033269291587e-06
NaiveTCT,288,567816.753272087,621000.877017553,0.00877298955487888,3.75773349939812e-06
NaiveTCT,288,567816.753272087,760351.173630942,0.114974190208772,4.9246880257985e-05
NaiveTCT,288,567816.753272087,1018676.99759041,0.630474433135823,0.000270051033697057
NaiveTCT,336,768772.32780285,2385998.15691539,4.42533194865221,0.00189550187030136
NaiveTCT,336,768772.32780285,416647.503721586,0.209796288720892,8.98620176445405e-05
NaiveTCT,336,768772.32780285,363957.316582995,0.277279480849574,0.000118767084739627
NaiveTCT,336,768772.32780285,2125283.46046248,3.11351698919923,0.00133361233568922
NaiveTCT,336,768772.32780285,1679392.96615414,1.40307049873752,0.000600977008138704
NaiveTCT,432,1056907.71670331,3207804.50548517,4.14156998728742,0.00177395814550775
NaiveTCT,432,1056907.71670331,732014.207611665,0.0944948047773195,4.0474947702787e-05
NaiveTCT,432,1056907.71670331,4833428.76770157,12.7676121738689,0.00546874969734682
NaiveTCT,432,1056907.71670331,610211.044038911,0.178628724635616,7.65120188869626e-05
NaiveTCT,432,1056907.71670331,1830204.94616442,0.535326534838398,0.00022929634652993
ActTCT,96,106597.810158998,10925.9559905997,0.805511630921609,0.000345024694345568
ActTCT,96,106597.810158998,3828.70659234452,0.929455433165909,0.000398113527385062
ActTCT,96,106597.810158998,2802.16810116445,0.948116431528369,0.000406106590438446
ActTCT,168,705975.721120949,26139.351576832,0.927319212414344,0.000397198520222446
ActTCT,168,705975.721120949,27627.216092214,0.923264661629444,0.000395461835000821
ActTCT,168,705975.721120949,21508.4209187986,0.93999572505991,0.00040262824927043
ActTCT,168,705975.721120949,27627.216092214,0.923264661629444,0.000395461835000821
ActTCT,216,1293031.57304419,19385.4934266358,0.970240205359578,0.000415582863667611
ActTCT,216,1293031.57304419,21280.5927904357,0.967355049595501,0.000414347065266412
ActTCT,216,1293031.57304419,23701.0262118717,0.963676357145644,0.000412771371397596
ActTCT,216,1293031.57304419,34988.9634540297,0.946612952275252,0.000405462605361324
ActTCT,288,1425957.16583998,54863.2723226946,0.924530905029408,0.000396004204875157
ActTCT,288,1425957.16583998,67174.3874181609,0.908002632741918,0.000388924652110008
ActTCT,288,1425957.16583998,89996.5774542503,0.877757063061948,0.000375969571098701
ActTCT,336,1104483.62258972,394777.442613054,0.41289403905109,0.000176854851192799
ActTCT,336,1104483.62258972,68936.782500689,0.879064889961337,0.000376529752428053
ActTCT,336,1104483.62258972,60218.8808254138,0.893928263687918,0.000382896179404521
ActTCT,336,1104483.62258972,351640.661128538,0.464611791699269,0.000199007109601857
ActTCT,336,1104483.62258972,277865.45366732,0.560133222949365,0.000239921792091057
ActTCT,432,602546.878850434,639021.995606313,0.00366447445946169,1.5696038787998e-06
ActTCT,432,602546.878850434,145823.468655996,0.574546076314682,0.000246095247738527
ActTCT,432,602546.878850434,962860.20281977,0.357584727632188,0.000153164220872617
ActTCT,432,602546.878850434,121559.240420039,0.637215230486855,0.000272938318568443
ActTCT,432,602546.878850434,364592.422969257,0.155957405281039,6.68012155534659e-05
TregCT,96,1388.13092977987,5463.1731086251,8.61793778224407,0.00369132019336075
TregCT,96,1388.13092977987,2385.4205428503,0.516156890553619,0.00022108541523338
TregCT,96,1388.13092977987,1056.4949456927,0.057077170121082,2.444785701307e-05
TregCT,168,10770.2538923115,21618.7522061147,1.01458250469993,0.000434575995100089
TregCT,168,10770.2538923115,60760.6969456246,21.5437891089348,0.00922784844689473
TregCT,168,10770.2538923115,39859.6819282832,7.29488553545157,0.00312461739289277
TregCT,168,10770.2538923115,60760.6969456246,21.5437891089348,0.00922784844689473
TregCT,216,30378.9811160271,19826.6656204918,0.120656056522612,5.16805933329932e-05
TregCT,216,30378.9811160271,22455.81665452,0.0680222406602905,2.91359576840194e-05
TregCT,216,30378.9811160271,30256.1535484388,1.63472722296587e-05,7.00202503341715e-09
TregCT,216,30378.9811160271,29211.8149691877,0.00147611079818309,6.32262350303513e-07
TregCT,288,94875.611409597,50941.5572684148,0.214433871421363,9.18484328523531e-05
TregCT,288,94875.611409597,91351.5736620928,0.00137965953917257,5.90949394808041e-07
TregCT,288,94875.611409597,126017.589300416,0.107741547431501,4.61489232977815e-05
TregCT,336,169566.498811773,526692.62081054,4.43570984452361,0.00189994703311904
TregCT,336,169566.498811773,70245.831192948,0.343082964697034,0.000146952682600415
TregCT,336,169566.498811773,45635.5081349737,0.534170299075508,0.000228801096212779
TregCT,336,169566.498811773,257563.500635224,0.269311962591578,0.000115354358658301
TregCT,336,169566.498811773,188845.051540382,0.0129261368414845,5.53665054804925e-06
TregCT,432,384533.260322522,372191.298316339,0.00103015029178297,4.41244143359871e-07
TregCT,432,384533.260322522,130242.978674727,0.437312312698967,0.000187313927236388
TregCT,432,384533.260322522,661115.187619145,0.517344428997321,0.000221594073423819
TregCT,432,384533.260322522,92904.4250763612,0.575165868464073,0.000246360723230988
TregCT,432,384533.260322522,313434.064125937,0.0341870448237733,1.46433325579734e-05
ThyNaive,96,21938.2122973569,60634.1544067379,3.11120321984137,0.00133262127915467
ThyNaive,96,21938.2122973569,35500.3868435493,0.382169645285762,0.000163694675521956
ThyNaive,96,21938.2122973569,27832.8880615396,0.0721967044468961,3.09240052264023e-05
ThyNaive,168,133444.340325662,299795.985757835,1.55401026677336,0.000665629019769587
ThyNaive,168,133444.340325662,280992.118049203,1.22254548863777,0.000523652753540253
ThyNaive,168,133444.340325662,207602.755681167,0.308830769764813,0.000132281444304782
ThyNaive,168,133444.340325662,280992.118049203,1.22254548863777,0.000523652753540253
ThyNaive,216,262089.042807866,86704.4015954203,0.447801339006308,0.000191806690539548
ThyNaive,216,262089.042807866,93200.1078868619,0.415245241460992,0.000177861941421766
ThyNaive,216,262089.042807866,122176.881771043,0.284979224155687,0.000122065114809896
ThyNaive,216,262089.042807866,200841.353865522,0.0546111953714519,2.3391606362435e-05
ThyNaive,288,510959.628261759,450693.790533114,0.0139113482084047,5.95864600744259e-06
ThyNaive,288,510959.628261759,580761.240630771,0.0186619806551761,7.99348379869846e-06
ThyNaive,288,510959.628261759,754570.183126163,0.227310254146378,9.73637722260275e-05
ThyNaive,336,679370.511866853,1575137.28235659,1.7385072686117,0.00074465459708387
