Population,Hour,SimulationValue,CellValue,RsquareValue,PctContribution
NaiveTCT,96,23275.4671346549,313754.115109177,155.751277346692,0.00600777853813473
NaiveTCT,96,23275.4671346549,81096.5719024953,6.17129005074364,0.000238044557650297
NaiveTCT,96,23275.4671346549,82176.5065432886,6.40396729801034,0.000247019593979081
NaiveTCT,168,130692.732372069,202191.030106987,0.299287465523019,1.15443856559814e-05
NaiveTCT,168,130692.732372069,281400.238757488,1.32974048840237,5.12919476719926e-05
NaiveTCT,168,130692.732372069,258890.160593434,0.962178725608847,3.71140243344233e-05
NaiveTCT,168,130692.732372069,287909.680494409,1.44709101677331,5.58184979372363e-05
NaiveTCT,216,228755.461428257,174196.979212856,0.0568828852875523,2.19413787956965e-06
NaiveTCT,216,228755.461428257,214991.888081408,0.00362009077120079,1.39637401450702e-07
NaiveTCT,216,228755.461428257,351594.483150285,0.288356506515565,1.11227468608142e-05
NaiveTCT,216,228755.461428257,231859.731174484,0.000184151797273793,7.10326897003729e-09
NaiveTCT,288,369593.362113791,460298.761284545,0.0602307057970352,2.32327302728102e-06
NaiveTCT,288,369593.362113791,294069.092545624,0.0417565627573565,1.6106717442934e-06
NaiveTCT,288,369593.362113791,2841584.69418621,44.734806357907,0.0017255512386355
NaiveTCT,336,464762.134696357,609249.493941727,0.0966491929177727,3.72803971069178e-06
NaiveTCT,336,464762.134696357,134186.915105858,0.505916815518733,1.95146790327075e-05
NaiveTCT,336,464762.134696357,218982.636996656,0.279659662406196,1.07872843575214e-05
NaiveTCT,336,464762.134696357,3404909.06473208,40.0199547205319,0.0015436857351221
NaiveTCT,336,464762.134696357,1594599.22417303,5.90976455714278,0.000227956760783418
NaiveTCT,432,637653.814956248,2123942.37761748,5.43295799082704,0.000209564948499419
NaiveTCT,432,637653.814956248,978631.991492665,0.285945484785995,1.10297467593149e-05
NaiveTCT,432,637653.814956248,3079733.87373214,14.667289699874,0.000565759907543893
NaiveTCT,432,637653.814956248,2131917.05179819,5.49141541802654,0.000211819821027636
NaiveTCT,432,637653.814956248,752083.463967796,0.0322038063919515,1.24219422263326e-06
ActTCT,96,106222.833645517,10573.0661076692,0.810834226160768,3.12762280021018e-05
ActTCT,96,106222.833645517,2732.83878852734,0.949207072361708,3.66136700432106e-05
ActTCT,96,106222.833645517,2769.23104539096,0.948539612401344,3.65879241765104e-05
ActTCT,168,702197.400858122,19509.660799797,0.945204481723471,3.64592785124123e-05
ActTCT,168,702197.400858122,27152.6546169506,0.924158980062911,3.56474924689556e-05
ActTCT,168,702197.400858122,24980.6295309454,0.930115698753308,3.58772603868535e-05
ActTCT,168,702197.400858122,27780.7586441973,0.922439989052334,3.55811859995865e-05
ActTCT,216,1369911.92188311,10607.7939813473,0.984573134160111,3.79778416292826e-05
ActTCT,216,1369911.92188311,13092.0161000136,0.980977671918618,3.78391542216601e-05
ActTCT,216,1369911.92188311,21410.4851822898,0.968986076291643,3.73766035956041e-05
ActTCT,216,1369911.92188311,14119.1900800078,0.97949294528284,3.77818840087323e-05
ActTCT,288,2109722.46565926,484194.439258279,0.593660657045591,2.28992135094628e-05
ActTCT,288,2109722.46565926,309335.221695935,0.728251183984578,2.80907605256739e-05
ActTCT,288,2109722.46565926,2989101.04334577,0.17374051650266,6.70167567181941e-06
ActTCT,336,2384562.16995189,881694.695490673,0.397213564873532,1.53216793515683e-05
ActTCT,336,2384562.16995189,194192.84288221,0.843757019281889,3.25461556283661e-05
ActTCT,336,2384562.16995189,316907.65665696,0.75186288688693,2.90015323945287e-05
ActTCT,336,2384562.16995189,4927521.96079711,1.13726503439049,4.38676111180371e-05
ActTCT,336,2384562.16995189,2307674.75618352,0.0010396644793895,4.01028746122827e-08
ActTCT,432,2502640.66629384,3669417.74681081,0.217359579099961,8.38418943729114e-06
ActTCT,432,2502640.66629384,1690728.35262517,0.105249795716417,4.05978990747316e-06
ActTCT,432,2502640.66629384,5320685.83913454,1.26794059435525,4.89081465023312e-05
ActTCT,432,2502640.66629384,3683195.15022443,0.222523086684119,8.58336090203972e-06
ActTCT,432,2502640.66629384,1299332.99455235,0.23118325626258,8.91740876229754e-06
TregCT,96,1057.27227040279,3893.0587007696,7.19404841500296,0.00027749531436427
TregCT,96,1057.27227040279,914.5376683104,0.0182257266968438,7.03019144090072e-07
TregCT,96,1057.27227040279,1168.8575518541,0.0111388445358194,4.29657542987311e-07
TregCT,168,7623.11780521531,9096.9256353981,0.0373780341575291,1.44177919587405e-06
TregCT,168,7623.11780521531,5294.562986526,0.0933055915271332,3.59906730663215e-06
TregCT,168,7623.11780521531,3163.6014443071,0.342223840433829,1.32005661771869e-05
TregCT,168,7623.11780521531,3899.3777458511,0.238612642972818,9.20398175732934e-06
TregCT,216,18743.4291886089,2681.965282313,0.734297674073823,2.83239911868154e-05
TregCT,216,18743.4291886089,3252.6846454443,0.683040545872787,2.63468550760975e-05
TregCT,216,18743.4291886089,6174.280873608,0.449690385352106,1.73458625312603e-05
TregCT,216,18743.4291886089,4976.9598444731,0.539444841383168,2.08079522414146e-05
TregCT,288,44299.8779077852,78496.7539325135,0.59589234891893,2.29852963382446e-05
TregCT,288,44299.8779077852,22785.3843144723,0.235861576861633,9.09786515770124e-06
TregCT,288,44299.8779077852,430140.513193451,75.8596560688211,0.00292612697246829
TregCT,336,66251.3781329613,160449.291909116,2.02158839355978,7.79785281422519e-05
TregCT,336,66251.3781329613,24865.421026544,0.390225973904193,1.5052147699732e-05
TregCT,336,66251.3781329613,35653.9913116317,0.213294099099343,8.22737208136949e-06
TregCT,336,66251.3781329613,446528.21736294,32.9465479851959,0.00127084392027485
TregCT,336,66251.3781329613,332135.293473713,16.1062448675246,0.000621264582181686
TregCT,432,118351.480913852,158041.780479337,0.112466028821127,4.33814094966817e-06
TregCT,432,118351.480913852,201884.395773617,0.498158883571271,1.92154330949004e-05
TregCT,432,118351.480913852,1027553.52141681,59.0164946251483,0.00227643738045041
TregCT,432,118351.480913852,361119.596244343,4.20761408725062,0.000162299879916037
TregCT,432,118351.480913852,94355.2450257827,0.0411091835801475,1.58570045164574e-06
ThyNaive,96,21574.3224666605,233159.13622206,96.1821886963595,0.00371002600328327
ThyNaive,96,21574.3224666605,65681.2016139361,4.17963471663357,0.000161220634434606
ThyNaive,96,21574.3224666605,41304.5072362319,0.836349830492217,3.22604388715177e-05
ThyNaive,168,120609.439112385,159545.426108877,0.104217291180176,4.01996321263619e-06
ThyNaive,168,120609.439112385,214806.703378153,0.609977736800463,2.35286106047954e-05
ThyNaive,168,120609.439112385,208175.647118139,0.527121209414076,2.03325940105413e-05
ThyNaive,168,120609.439112385,228693.197404672,0.803079018524253,3.097708714887e-05
ThyNaive,216,210128.442374445,119443.881111761,0.186250321013448,7.18421511763647e-06
ThyNaive,216,210128.442374445,160296.372805843,0.0562403695712602,2.16935418471647e-06
ThyNaive,216,210128.442374445,247133.935623469,0.0310143520407815,1.19631351818714e-06
ThyNaive,216,210128.442374445,159532.045551459,0.0579788367436226,2.23641190613806e-06
ThyNaive,288,336905.469685297,355237.063497846,0.00296063130990078,1.14200137205676e-07
ThyNaive,288,336905.469685297,147441.583986088,0.316254530900004,1.21988545821018e-05
ThyNaive,288,336905.469685297,2193002.21366254,30.3518448871441,0.00117075869560855
ThyNaive,336,421114.68014418,489902.387047052,0.0266821549358344,1.02920810991407e-06
ThyNaive,336,421114.68014418,94087.1981985141,0.603070018587684,2.32621598768579e-05
